id_cliente,nombre_cliente,segmento,ciudad,region,departamento,genero,rango_edad,fecha_alta,estado_cliente
C00268,Cliente 00268,Educacion,Bucaramanga,Oriente,Santander,M,26-35,2022-04-16,Activo
C00269,Cliente 00269,Pyme,Barranquilla,Caribe,Atlantico,No informado,26-35,2022-05-25,Activo
C00270,Cliente 00270,Corporativo,Cali,Occidente,Valle del Cauca,M,46-55,2025-09-17,Activo
C00271,Cliente 00271,Gobierno,Manizales,Eje Cafetero,Caldas,No informado,18-25,2024-08-29,Activo
C00272,Cliente 00272,Hogar,Cartagena,Caribe,Bolivar,M,56+,2025-05-06,Inactivo
C00273,Cliente 00273,Gobierno,Manizales,Eje Cafetero,Caldas,No informado,36-45,2026-01-21,Activo
C00274,Cliente 00274,Educacion,Bogota,Centro,Cundinamarca,M,46-55,2023-08-24,Activo
C00275,Cliente 00275,Corporativo,Pereira,Eje Cafetero,Risaralda,F,56+,2024-10-28,Activo
C00276,Cliente 00276,Hogar,Cartagena,Caribe,Bolivar,F,56+,2020-07-16,Activo
C00277,Cliente 00277,Pyme,Manizales,Eje Cafetero,Caldas,F,46-55,2019-11-01,Activo
C00278,Cliente 00278,Educacion,Medellin,Antioquia,Antioquia,M,18-25,2023-04-07,Activo
C00279,Cliente 00279,Hogar,Medellin,Antioquia,Antioquia,F,36-45,2023-04-04,Activo
C00280,Cliente 00280,Hogar,Pereira,Eje Cafetero,Risaralda,F,36-45,2025-08-06,Activo
C00281,Cliente 00281,Educacion,Villavicencio,Llanos,Meta,M,26-35,2025-06-30,Activo
C00282,Cliente 00282,Pyme,Manizales,Eje Cafetero,Caldas,No informado,56+,2020-06-06,Activo
C00283,Cliente 00283,Corporativo,Pereira,Eje Cafetero,Risaralda,F,26-35,2021-01-02,Activo
C00284,Cliente 00284,Corporativo,Manizales,Eje Cafetero,Caldas,M,18-25,2025-06-03,Activo
C00285,Cliente 00285,Corporativo,Cali,Occidente,Valle del Cauca,No informado,26-35,2019-01-12,Activo
C00286,Cliente 00286,Hogar,Ibague,Centro,Tolima,No informado,36-45,2025-02-28,Activo
C00287,Cliente 00287,Educacion,Villavicencio,Llanos,Meta,No informado,56+,2022-09-02,Activo
C00288,Cliente 00288,Educacion,Ibague,Centro,Tolima,F,26-35,2022-07-13,Activo
C00289,Cliente 00289,Gobierno,Ibague,Centro,Tolima,No informado,18-25,2023-04-29,Activo
C00290,Cliente 00290,Hogar,Pasto,Sur,Narino,M,18-25,2024-11-26,Activo
C00291,Cliente 00291,Pyme,Bogota,Centro,Cundinamarca,No informado,46-55,2023-09-15,Activo
C00292,Cliente 00292,Hogar,Pereira,Eje Cafetero,Risaralda,No informado,46-55,2021-03-06,Activo
C00293,Cliente 00293,Hogar,Cali,Occidente,Valle del Cauca,M,18-25,2022-12-10,Activo
C00294,Cliente 00294,Corporativo,Cali,Occidente,Valle del Cauca,No informado,36-45,2022-06-17,Activo
C00295,Cliente 00295,Pyme,Manizales,Eje Cafetero,Caldas,F,26-35,2022-03-12,Inactivo
C00296,Cliente 00296,Pyme,Cartagena,Caribe,Bolivar,M,56+,2022-03-19,Activo
C00297,Cliente 00297,Gobierno,Bucaramanga,Oriente,Santander,M,18-25,2019-07-17,Activo
C00298,Cliente 00298,Gobierno,Bogota,Centro,Cundinamarca,No informado,18-25,2024-04-22,Activo
C00299,Cliente 00299,Educacion,Villavicencio,Llanos,Meta,F,26-35,2025-01-23,Activo
C00300,Cliente 00300,Gobierno,Manizales,Eje Cafetero,Caldas,F,56+,2022-12-29,Activo
C00301,Cliente 00301,Gobierno,Manizales,Eje Cafetero,Caldas,F,36-45,2019-07-28,Activo
C00302,Cliente 00302,Corporativo,Manizales,Eje Cafetero,Caldas,F,18-25,2022-02-21,Activo
C00303,Cliente 00303,Educacion,Santa Marta,Caribe,Magdalena,F,36-45,2023-12-16,Activo
C00304,Cliente 00304,Educacion,Villavicencio,Llanos,Meta,F,56+,2023-04-14,Activo
C00305,Cliente 00305,Hogar,Manizales,Eje Cafetero,Caldas,M,36-45,2025-04-25,Activo
C00306,Cliente 00306,Hogar,Ibague,Centro,Tolima,No informado,18-25,2025-11-26,Activo
C00307,Cliente 00307,Pyme,Pasto,Sur,Narino,No informado,36-45,2021-06-02,Activo
C00308,Cliente 00308,Corporativo,Cali,Occidente,Valle del Cauca,M,46-55,2022-08-14,Activo
C00309,Cliente 00309,Corporativo,Cartagena,Caribe,Bolivar,M,36-45,2023-09-04,Inactivo
C00310,Cliente 00310,Educacion,Bogota,Centro,Cundinamarca,M,46-55,2022-08-06,Activo
C00311,Cliente 00311,Pyme,Barranquilla,Caribe,Atlantico,M,18-25,2024-07-24,Activo
C00312,Cliente 00312,Corporativo,Bucaramanga,Oriente,Santander,No informado,56+,2023-08-24,Activo
C00313,Cliente 00313,Educacion,Santa Marta,Caribe,Magdalena,M,26-35,2025-01-23,Activo
C00314,Cliente 00314,Pyme,Pasto,Sur,Narino,No informado,18-25,2024-07-26,Activo
C00315,Cliente 00315,Corporativo,Villavicencio,Llanos,Meta,F,26-35,2023-09-06,Activo
C00316,Cliente 00316,Hogar,Manizales,Eje Cafetero,Caldas,M,56+,2024-02-14,Activo
C00317,Cliente 00317,Educacion,Manizales,Eje Cafetero,Caldas,No informado,26-35,2025-11-20,Activo
C00318,Cliente 00318,Educacion,Bucaramanga,Oriente,Santander,F,56+,2021-05-21,Inactivo
C00319,Cliente 00319,Hogar,Manizales,Eje Cafetero,Caldas,No informado,36-45,2020-06-23,Activo
C00320,Cliente 00320,Hogar,Ibague,Centro,Tolima,No informado,26-35,2021-11-24,Activo
C00321,Cliente 00321,Hogar,Cartagena,Caribe,Bolivar,F,46-55,2019-01-05,Activo
C00322,Cliente 00322,Educacion,Medellin,Antioquia,Antioquia,No informado,46-55,2021-05-26,Activo
C00323,Cliente 00323,Corporativo,Ibague,Centro,Tolima,F,36-45,2022-11-26,Activo
C00324,Cliente 00324,Gobierno,Cali,Occidente,Valle del Cauca,F,56+,2022-07-24,Activo
C00325,Cliente 00325,Gobierno,Cali,Occidente,Valle del Cauca,M,46-55,2020-09-06,Activo
C00326,Cliente 00326,Educacion,Medellin,Antioquia,Antioquia,F,26-35,2020-10-24,Activo
C00327,Cliente 00327,Gobierno,Barranquilla,Caribe,Atlantico,F,36-45,2022-05-03,Inactivo
C00328,Cliente 00328,Pyme,Cartagena,Caribe,Bolivar,M,56+,2020-05-03,Activo
C00329,Cliente 00329,Corporativo,Pereira,Eje Cafetero,Risaralda,M,56+,2022-01-11,Activo
C00330,Cliente 00330,Corporativo,Cali,Occidente,Valle del Cauca,M,36-45,2025-07-20,Inactivo
C00331,Cliente 00331,Educacion,Ibague,Centro,Tolima,F,56+,2022-08-18,Activo
C00332,Cliente 00332,Hogar,Medellin,Antioquia,Antioquia,F,26-35,2023-05-12,Activo
C00333,Cliente 00333,Gobierno,Bucaramanga,Oriente,Santander,No informado,56+,2023-05-29,Activo
C00334,Cliente 00334,Gobierno,Cartagena,Caribe,Bolivar,F,56+,2022-07-12,Activo
C00335,Cliente 00335,Educacion,Santa Marta,Caribe,Magdalena,M,18-25,2021-05-28,Activo
C00336,Cliente 00336,Pyme,Villavicencio,Llanos,Meta,No informado,56+,2024-08-30,Activo
C00337,Cliente 00337,Educacion,Villavicencio,Llanos,Meta,M,36-45,2024-10-09,Activo
C00338,Cliente 00338,Corporativo,Ibague,Centro,Tolima,F,18-25,2023-09-18,Inactivo
C00339,Cliente 00339,Educacion,Barranquilla,Caribe,Atlantico,M,18-25,2019-09-08,Activo
C00340,Cliente 00340,Gobierno,Cali,Occidente,Valle del Cauca,M,46-55,2019-06-27,Activo
C00341,Cliente 00341,Pyme,Bucaramanga,Oriente,Santander,F,36-45,2025-03-26,Activo
C00342,Cliente 00342,Hogar,Pasto,Sur,Narino,F,56+,2023-02-25,Activo
C00343,Cliente 00343,Gobierno,Manizales,Eje Cafetero,Caldas,F,46-55,2024-07-01,Activo
C00344,Cliente 00344,Gobierno,Barranquilla,Caribe,Atlantico,No informado,36-45,2019-09-01,Activo
C00345,Cliente 00345,Corporativo,Bucaramanga,Oriente,Santander,F,36-45,2020-06-26,Activo
C00346,Cliente 00346,Pyme,Manizales,Eje Cafetero,Caldas,No informado,36-45,2025-05-09,Activo
C00347,Cliente 00347,Hogar,Cali,Occidente,Valle del Cauca,No informado,26-35,2019-07-09,Activo
C00348,Cliente 00348,Pyme,Manizales,Eje Cafetero,Caldas,No informado,18-25,2019-10-25,Activo
C00349,Cliente 00349,Hogar,Santa Marta,Caribe,Magdalena,M,36-45,2024-05-14,Activo
C00350,Cliente 00350,Pyme,Bogota,Centro,Cundinamarca,No informado,36-45,2025-10-24,Activo
C00351,Cliente 00351,Gobierno,Villavicencio,Llanos,Meta,No informado,46-55,2023-04-22,Activo
C00352,Cliente 00352,Educacion,Cartagena,Caribe,Bolivar,M,36-45,2020-09-25,Activo
C00353,Cliente 00353,Corporativo,Santa Marta,Caribe,Magdalena,No informado,18-25,2023-05-12,Activo
C00354,Cliente 00354,Educacion,Pereira,Eje Cafetero,Risaralda,No informado,36-45,2023-02-14,Activo
C00355,Cliente 00355,Educacion,Manizales,Eje Cafetero,Caldas,F,46-55,2023-11-01,Activo
C00356,Cliente 00356,Pyme,Medellin,Antioquia,Antioquia,F,56+,2024-12-03,Activo
C00357,Cliente 00357,Pyme,Ibague,Centro,Tolima,M,36-45,2019-01-01,Activo
C00358,Cliente 00358,Hogar,Bucaramanga,Oriente,Santander,No informado,56+,2022-01-25,Activo
C00359,Cliente 00359,Corporativo,Manizales,Eje Cafetero,Caldas,No informado,18-25,2025-01-13,Activo
C00360,Cliente 00360,Gobierno,Pereira,Eje Cafetero,Risaralda,M,18-25,2023-01-08,Activo
C00361,Cliente 00361,Pyme,Manizales,Eje Cafetero,Caldas,F,56+,2022-11-07,Activo
C00362,Cliente 00362,Pyme,Medellin,Antioquia,Antioquia,No informado,18-25,2021-08-02,Activo
C00363,Cliente 00363,Hogar,Medellin,Antioquia,Antioquia,No informado,26-35,2022-02-15,Activo
C00364,Cliente 00364,Educacion,Santa Marta,Caribe,Magdalena,No informado,56+,2023-12-01,Activo
C00365,Cliente 00365,Pyme,Cartagena,Caribe,Bolivar,M,36-45,2022-10-08,Activo
C00366,Cliente 00366,Educacion,Manizales,Eje Cafetero,Caldas,M,46-55,2024-03-12,Activo
C00367,Cliente 00367,Gobierno,Pasto,Sur,Narino,No informado,26-35,2024-08-09,Activo
C00368,Cliente 00368,Gobierno,Bogota,Centro,Cundinamarca,F,56+,2020-09-10,Activo
C00369,Cliente 00369,Hogar,Santa Marta,Caribe,Magdalena,F,46-55,2023-07-17,Activo
C00370,Cliente 00370,Hogar,Cali,Occidente,Valle del Cauca,No informado,18-25,2021-11-20,Activo
C00371,Cliente 00371,Pyme,Pasto,Sur,Narino,M,18-25,2019-11-15,Activo
C00372,Cliente 00372,Corporativo,Bucaramanga,Oriente,Santander,F,36-45,2024-11-12,Activo
C00373,Cliente 00373,Hogar,Bogota,Centro,Cundinamarca,M,18-25,2025-07-06,Activo
C00374,Cliente 00374,Corporativo,Ibague,Centro,Tolima,F,26-35,2022-06-28,Activo
C00375,Cliente 00375,Corporativo,Manizales,Eje Cafetero,Caldas,M,46-55,2021-01-31,Activo
C00376,Cliente 00376,Corporativo,Cartagena,Caribe,Bolivar,No informado,46-55,2024-08-27,Activo
C00377,Cliente 00377,Educacion,Manizales,Eje Cafetero,Caldas,M,56+,2021-10-07,Activo
C00378,Cliente 00378,Gobierno,Bucaramanga,Oriente,Santander,F,46-55,2020-07-30,Activo
C00379,Cliente 00379,Gobierno,Bogota,Centro,Cundinamarca,M,18-25,2020-06-05,Activo
C00380,Cliente 00380,Educacion,Cali,Occidente,Valle del Cauca,M,36-45,2020-12-19,Activo
C00381,Cliente 00381,Educacion,Bogota,Centro,Cundinamarca,No informado,18-25,2025-02-23,Activo
C00382,Cliente 00382,Corporativo,Bogota,Centro,Cundinamarca,No informado,36-45,2020-09-12,Activo
C00383,Cliente 00383,Gobierno,Santa Marta,Caribe,Magdalena,M,36-45,2022-07-18,Activo
C00384,Cliente 00384,Hogar,Cartagena,Caribe,Bolivar,F,46-55,2021-10-12,Activo
C00385,Cliente 00385,Pyme,Medellin,Antioquia,Antioquia,F,56+,2026-01-12,Activo
C00386,Cliente 00386,Educacion,Santa Marta,Caribe,Magdalena,No informado,46-55,2022-07-15,Activo
C00387,Cliente 00387,Pyme,Cali,Occidente,Valle del Cauca,F,36-45,2025-11-17,Activo
C00388,Cliente 00388,Gobierno,Barranquilla,Caribe,Atlantico,M,18-25,2020-08-20,Activo
C00389,Cliente 00389,Corporativo,Villavicencio,Llanos,Meta,F,18-25,2020-09-05,Activo
C00390,Cliente 00390,Corporativo,Cartagena,Caribe,Bolivar,F,26-35,2024-01-15,Activo
C00391,Cliente 00391,Pyme,Bucaramanga,Oriente,Santander,F,56+,2023-05-07,Activo
C00392,Cliente 00392,Gobierno,Cartagena,Caribe,Bolivar,No informado,56+,2022-01-11,Activo
C00393,Cliente 00393,Corporativo,Barranquilla,Caribe,Atlantico,F,56+,2019-02-05,Inactivo
C00394,Cliente 00394,Hogar,Bucaramanga,Oriente,Santander,M,46-55,2025-04-30,Inactivo
C00395,Cliente 00395,Corporativo,Manizales,Eje Cafetero,Caldas,F,56+,2024-03-01,Activo
C00396,Cliente 00396,Educacion,Pereira,Eje Cafetero,Risaralda,M,56+,2026-01-01,Activo
C00397,Cliente 00397,Pyme,Villavicencio,Llanos,Meta,No informado,36-45,2023-03-27,Activo
C00398,Cliente 00398,Pyme,Pasto,Sur,Narino,F,46-55,2022-09-10,Activo
C00399,Cliente 00399,Gobierno,Santa Marta,Caribe,Magdalena,F,56+,2025-12-14,Activo
C00400,Cliente 00400,Educacion,Medellin,Antioquia,Antioquia,F,46-55,2024-07-26,Activo
C00401,Cliente 00401,Educacion,Ibague,Centro,Tolima,No informado,46-55,2023-05-29,Activo
C00402,Cliente 00402,Corporativo,Manizales,Eje Cafetero,Caldas,No informado,46-55,2024-06-30,Activo
C00403,Cliente 00403,Pyme,Cali,Occidente,Valle del Cauca,No informado,46-55,2024-02-13,Activo
C00404,Cliente 00404,Pyme,Manizales,Eje Cafetero,Caldas,No informado,46-55,2025-11-17,Activo
C00405,Cliente 00405,Educacion,Bucaramanga,Oriente,Santander,F,46-55,2025-05-19,Activo
C00406,Cliente 00406,Corporativo,Cartagena,Caribe,Bolivar,No informado,26-35,2020-08-17,Activo
C00407,Cliente 00407,Hogar,Barranquilla,Caribe,Atlantico,F,36-45,2024-12-28,Activo
C00408,Cliente 00408,Pyme,Medellin,Antioquia,Antioquia,No informado,18-25,2024-09-24,Activo
C00409,Cliente 00409,Gobierno,Ibague,Centro,Tolima,No informado,18-25,2025-01-14,Activo
C00410,Cliente 00410,Corporativo,Santa Marta,Caribe,Magdalena,M,46-55,2024-08-17,Activo
C00411,Cliente 00411,Gobierno,Cali,Occidente,Valle del Cauca,No informado,18-25,2019-05-25,Activo
C00412,Cliente 00412,Pyme,Cartagena,Caribe,Bolivar,No informado,18-25,2021-01-12,Activo
C00413,Cliente 00413,Educacion,Medellin,Antioquia,Antioquia,M,56+,2020-08-01,Activo
C00414,Cliente 00414,Hogar,Santa Marta,Caribe,Magdalena,F,46-55,2019-02-22,Activo
C00415,Cliente 00415,Corporativo,Medellin,Antioquia,Antioquia,No informado,56+,2020-03-14,Activo
C00416,Cliente 00416,Educacion,Villavicencio,Llanos,Meta,No informado,18-25,2024-11-01,Activo
C00417,Cliente 00417,Corporativo,Santa Marta,Caribe,Magdalena,M,26-35,2024-07-07,Activo
C00418,Cliente 00418,Pyme,Medellin,Antioquia,Antioquia,No informado,18-25,2020-05-15,Activo
C00419,Cliente 00419,Pyme,Medellin,Antioquia,Antioquia,No informado,18-25,2024-01-05,Activo
C00420,Cliente 00420,Pyme,Barranquilla,Caribe,Atlantico,F,46-55,2019-02-03,Inactivo
C00421,Cliente 00421,Corporativo,Barranquilla,Caribe,Atlantico,M,36-45,2025-03-18,Activo
C00422,Cliente 00422,Corporativo,Medellin,Antioquia,Antioquia,No informado,18-25,2019-12-01,Activo
C00423,Cliente 00423,Educacion,Villavicencio,Llanos,Meta,M,26-35,2024-11-13,Activo
C00424,Cliente 00424,Hogar,Bucaramanga,Oriente,Santander,No informado,26-35,2019-10-11,Activo
C00425,Cliente 00425,Gobierno,Cali,Occidente,Valle del Cauca,F,56+,2024-08-30,Activo
C00426,Cliente 00426,Pyme,Cali,Occidente,Valle del Cauca,M,26-35,2025-11-28,Activo
C00427,Cliente 00427,Corporativo,Cali,Occidente,Valle del Cauca,F,18-25,2024-10-16,Activo
C00428,Cliente 00428,Gobierno,Bogota,Centro,Cundinamarca,M,46-55,2025-07-31,Activo
C00429,Cliente 00429,Hogar,Villavicencio,Llanos,Meta,No informado,26-35,2019-04-24,Activo
C00430,Cliente 00430,Pyme,Manizales,Eje Cafetero,Caldas,No informado,36-45,2025-02-05,Inactivo
C00431,Cliente 00431,Pyme,Pasto,Sur,Narino,M,36-45,2020-07-15,Activo
C00432,Cliente 00432,Gobierno,Manizales,Eje Cafetero,Caldas,F,26-35,2025-06-08,Activo
C00433,Cliente 00433,Hogar,Cartagena,Caribe,Bolivar,M,18-25,2019-04-02,Activo
C00434,Cliente 00434,Corporativo,Pasto,Sur,Narino,No informado,46-55,2024-11-20,Activo
C00435,Cliente 00435,Hogar,Pereira,Eje Cafetero,Risaralda,No informado,46-55,2023-03-26,Activo
C00436,Cliente 00436,Corporativo,Cartagena,Caribe,Bolivar,F,46-55,2019-01-15,Activo
C00437,Cliente 00437,Hogar,Medellin,Antioquia,Antioquia,F,18-25,2020-03-25,Activo
C00438,Cliente 00438,Gobierno,Bogota,Centro,Cundinamarca,No informado,56+,2021-09-22,Activo
C00439,Cliente 00439,Corporativo,Bucaramanga,Oriente,Santander,F,26-35,2024-04-29,Activo
C00440,Cliente 00440,Gobierno,Bogota,Centro,Cundinamarca,M,18-25,2023-04-28,Activo
C00441,Cliente 00441,Pyme,Medellin,Antioquia,Antioquia,F,18-25,2024-02-15,Activo
C00442,Cliente 00442,Corporativo,Pereira,Eje Cafetero,Risaralda,M,18-25,2021-08-28,Activo
C00443,Cliente 00443,Corporativo,Santa Marta,Caribe,Magdalena,M,56+,2025-03-25,Inactivo
C00444,Cliente 00444,Corporativo,Ibague,Centro,Tolima,No informado,46-55,2022-06-05,Activo
C00445,Cliente 00445,Hogar,Pereira,Eje Cafetero,Risaralda,M,36-45,2024-02-17,Activo
C00446,Cliente 00446,Gobierno,Ibague,Centro,Tolima,F,56+,2025-01-03,Activo
C00447,Cliente 00447,Corporativo,Pasto,Sur,Narino,No informado,46-55,2023-04-11,Inactivo
C00448,Cliente 00448,Hogar,Bogota,Centro,Cundinamarca,M,36-45,2026-01-30,Activo
C00449,Cliente 00449,Hogar,Villavicencio,Llanos,Meta,M,46-55,2020-06-19,Activo
C00450,Cliente 00450,Educacion,Cali,Occidente,Valle del Cauca,No informado,18-25,2024-05-12,Activo
C00451,Cliente 00451,Pyme,Bucaramanga,Oriente,Santander,M,36-45,2025-08-14,Activo
C00452,Cliente 00452,Gobierno,Santa Marta,Caribe,Magdalena,No informado,36-45,2022-03-18,Activo
C00453,Cliente 00453,Pyme,Cali,Occidente,Valle del Cauca,F,18-25,2023-02-21,Activo
C00454,Cliente 00454,Gobierno,Villavicencio,Llanos,Meta,M,36-45,2024-12-01,Activo
C00455,Cliente 00455,Hogar,Villavicencio,Llanos,Meta,M,26-35,2023-03-08,Activo
C00456,Cliente 00456,Corporativo,Villavicencio,Llanos,Meta,No informado,26-35,2021-07-03,Activo
C00457,Cliente 00457,Corporativo,Cartagena,Caribe,Bolivar,M,18-25,2020-02-09,Activo
C00458,Cliente 00458,Corporativo,Pasto,Sur,Narino,M,36-45,2020-02-26,Activo
C00459,Cliente 00459,Gobierno,Medellin,Antioquia,Antioquia,M,56+,2025-10-13,Activo
C00460,Cliente 00460,Pyme,Manizales,Eje Cafetero,Caldas,No informado,56+,2021-07-06,Activo
C00461,Cliente 00461,Corporativo,Bucaramanga,Oriente,Santander,F,26-35,2025-07-03,Activo
C00462,Cliente 00462,Corporativo,Villavicencio,Llanos,Meta,No informado,56+,2025-04-24,Activo
C00463,Cliente 00463,Educacion,Bucaramanga,Oriente,Santander,M,18-25,2021-07-20,Activo
C00464,Cliente 00464,Hogar,Villavicencio,Llanos,Meta,M,26-35,2021-01-01,Activo
C00465,Cliente 00465,Educacion,Medellin,Antioquia,Antioquia,No informado,46-55,2019-10-19,Activo
C00466,Cliente 00466,Gobierno,Ibague,Centro,Tolima,No informado,56+,2019-08-11,Activo
C00467,Cliente 00467,Corporativo,Pereira,Eje Cafetero,Risaralda,No informado,26-35,2025-03-18,Activo
C00468,Cliente 00468,Corporativo,Cartagena,Caribe,Bolivar,No informado,46-55,2025-01-15,Activo
C00469,Cliente 00469,Hogar,Bucaramanga,Oriente,Santander,M,46-55,2024-08-27,Activo
C00470,Cliente 00470,Gobierno,Bogota,Centro,Cundinamarca,F,56+,2020-01-27,Activo
C00471,Cliente 00471,Hogar,Cartagena,Caribe,Bolivar,F,46-55,2024-11-20,Activo
C00472,Cliente 00472,Pyme,Santa Marta,Caribe,Magdalena,No informado,36-45,2019-12-06,Activo
C00473,Cliente 00473,Corporativo,Pasto,Sur,Narino,No informado,46-55,2021-12-23,Activo
C00474,Cliente 00474,Hogar,Cartagena,Caribe,Bolivar,No informado,36-45,2025-10-20,Inactivo
C00475,Cliente 00475,Pyme,Ibague,Centro,Tolima,M,36-45,2022-01-22,Activo
C00476,Cliente 00476,Pyme,Barranquilla,Caribe,Atlantico,M,46-55,2021-02-27,Activo
C00477,Cliente 00477,Corporativo,Cali,Occidente,Valle del Cauca,F,36-45,2023-05-23,Activo
C00478,Cliente 00478,Hogar,Barranquilla,Caribe,Atlantico,F,46-55,2025-11-28,Activo
C00479,Cliente 00479,Corporativo,Bucaramanga,Oriente,Santander,F,26-35,2022-08-24,Activo
C00480,Cliente 00480,Gobierno,Pereira,Eje Cafetero,Risaralda,M,26-35,2021-05-28,Activo
C00481,Cliente 00481,Educacion,Pasto,Sur,Narino,M,18-25,2020-10-24,Activo
C00482,Cliente 00482,Gobierno,Bogota,Centro,Cundinamarca,F,26-35,2019-10-11,Activo
C00483,Cliente 00483,Hogar,Cartagena,Caribe,Bolivar,F,18-25,2021-01-04,Activo
C00484,Cliente 00484,Corporativo,Cali,Occidente,Valle del Cauca,M,36-45,2022-12-19,Activo
C00485,Cliente 00485,Corporativo,Manizales,Eje Cafetero,Caldas,No informado,26-35,2022-01-09,Activo
C00486,Cliente 00486,Hogar,Ibague,Centro,Tolima,F,56+,2023-01-23,Activo
C00487,Cliente 00487,Hogar,Villavicencio,Llanos,Meta,F,18-25,2020-08-20,Activo
C00488,Cliente 00488,Hogar,Cali,Occidente,Valle del Cauca,No informado,46-55,2020-11-13,Activo
C00489,Cliente 00489,Educacion,Bucaramanga,Oriente,Santander,M,36-45,2019-09-16,Activo
C00490,Cliente 00490,Corporativo,Medellin,Antioquia,Antioquia,F,56+,2019-10-13,Activo
C00491,Cliente 00491,Corporativo,Villavicencio,Llanos,Meta,No informado,18-25,2023-12-05,Activo
C00492,Cliente 00492,Educacion,Bogota,Centro,Cundinamarca,F,46-55,2019-01-23,Activo
C00493,Cliente 00493,Educacion,Barranquilla,Caribe,Atlantico,F,18-25,2019-07-27,Activo
C00494,Cliente 00494,Corporativo,Ibague,Centro,Tolima,No informado,56+,2019-05-26,Inactivo
C00495,Cliente 00495,Hogar,Bogota,Centro,Cundinamarca,M,46-55,2020-07-11,Activo
C00496,Cliente 00496,Educacion,Cartagena,Caribe,Bolivar,F,36-45,2024-12-02,Activo
C00497,Cliente 00497,Gobierno,Santa Marta,Caribe,Magdalena,F,36-45,2021-07-07,Inactivo
C00498,Cliente 00498,Educacion,Manizales,Eje Cafetero,Caldas,M,26-35,2026-02-10,Activo
C00499,Cliente 00499,Pyme,Cartagena,Caribe,Bolivar,M,56+,2024-09-01,Activo
C00500,Cliente 00500,Hogar,Medellin,Antioquia,Antioquia,F,46-55,2025-03-16,Activo
C00501,Cliente 00501,Corporativo,Bucaramanga,Oriente,Santander,No informado,18-25,2025-09-10,Activo
C00502,Cliente 00502,Corporativo,Ibague,Centro,Tolima,F,26-35,2020-06-10,Activo
C00503,Cliente 00503,Educacion,Barranquilla,Caribe,Atlantico,F,36-45,2019-09-02,Activo
C00504,Cliente 00504,Hogar,Pereira,Eje Cafetero,Risaralda,M,36-45,2024-03-20,Activo
C00505,Cliente 00505,Pyme,Bogota,Centro,Cundinamarca,F,36-45,2025-12-01,Activo
C00506,Cliente 00506,Hogar,Cartagena,Caribe,Bolivar,No informado,56+,2020-02-28,Activo
C00507,Cliente 00507,Hogar,Ibague,Centro,Tolima,M,56+,2019-10-23,Activo
C00508,Cliente 00508,Educacion,Cartagena,Caribe,Bolivar,F,18-25,2020-02-11,Activo
C00509,Cliente 00509,Gobierno,Bogota,Centro,Cundinamarca,M,36-45,2024-08-22,Activo
C00510,Cliente 00510,Hogar,Cali,Occidente,Valle del Cauca,No informado,18-25,2019-09-19,Activo
C00511,Cliente 00511,Pyme,Ibague,Centro,Tolima,M,26-35,2019-01-28,Inactivo
C00512,Cliente 00512,Hogar,Manizales,Eje Cafetero,Caldas,F,36-45,2022-04-07,Activo
C00513,Cliente 00513,Pyme,Barranquilla,Caribe,Atlantico,F,46-55,2021-05-02,Activo
C00514,Cliente 00514,Educacion,Villavicencio,Llanos,Meta,No informado,46-55,2021-04-15,Activo
C00515,Cliente 00515,Corporativo,Villavicencio,Llanos,Meta,M,56+,2025-08-04,Inactivo
C00516,Cliente 00516,Gobierno,Ibague,Centro,Tolima,M,36-45,2021-08-16,Activo
C00517,Cliente 00517,Hogar,Manizales,Eje Cafetero,Caldas,F,18-25,2021-02-21,Activo
C00518,Cliente 00518,Hogar,Medellin,Antioquia,Antioquia,F,26-35,2025-11-10,Activo
C00519,Cliente 00519,Hogar,Manizales,Eje Cafetero,Caldas,M,36-45,2020-04-12,Activo
C00520,Cliente 00520,Gobierno,Bogota,Centro,Cundinamarca,No informado,56+,2023-11-22,Activo
C00521,Cliente 00521,Hogar,Bucaramanga,Oriente,Santander,F,56+,2024-06-02,Activo
C00522,Cliente 00522,Corporativo,Bogota,Centro,Cundinamarca,M,26-35,2020-08-19,Activo
